"Date","Price","Open","High","Low","Vol.","Change %"
"2024/01/13","54,418,892","53,862,112","55,600,608","53,600,000","0.01K","1.03%"
"2024/01/12","53,862,112","58,234,000","58,538,936","53,250,248","0.02K","-7.51%"
"2024/01/11","58,234,000","58,610,104","61,499,992","57,003,504","0.02K","-0.95%"
"2024/01/10","58,789,848","57,005,000","59,519,288","55,000,000","0.02K","3.13%"
"2024/01/09","57,005,000","57,550,132","58,935,000","56,400,000","0.02K","-0.95%"
"2024/01/08","57,550,132","54,009,652","57,864,992","53,321,256","0.02K","6.56%"
"2024/01/07","54,009,652","53,899,996","54,699,252","53,727,112","0.01K","0.20%"
"2024/01/06","53,899,996","53,500,336","54,300,000","53,320,200","0.01K","0.75%"
"2024/01/05","53,500,336","54,999,868","54,999,868","53,110,000","0.02K","-2.73%"
"2024/01/04","54,999,868","52,310,044","55,449,996","52,150,252","0.02K","5.14%"
"2024/01/03","52,310,044","54,169,552","54,990,000","51,000,000","0.02K","-3.43%"
"2024/01/02","54,169,552","52,850,124","55,499,000","52,700,092","0.02K","2.50%"
"2024/01/01","52,850,124","50,510,028","52,850,124","50,510,000","0.01K","4.63%"
"2023/12/31","50,510,028","50,299,940","51,049,964","50,139,700","0.01K","0.42%"
"2023/12/30","50,299,940","49,949,784","50,800,000","49,000,000","0.02K","0.70%"
"2023/12/29","49,949,784","50,700,200","51,000,008","49,043,608","0.02K","-1.48%"
"2023/12/28","50,700,116","51,340,004","51,949,368","50,354,888","0.02K","-1.25%"
"2023/12/27","51,340,004","50,141,128","51,995,212","49,500,000","0.02K","2.39%"
"2023/12/26","50,141,128","51,643,928","51,798,072","49,856,400","0.01K","-2.91%"
"2023/12/25","51,643,928","50,000,208","51,800,000","49,705,100","0.01K","3.29%"
"2023/12/24","50,000,208","50,789,736","51,150,000","49,600,000","0.01K","-1.55%"
"2023/12/23","50,789,736","50,820,168","51,400,000","49,702,000","0.01K","-0.06%"
"2023/12/22","50,820,168","51,480,000","52,300,000","50,211,112","0.02K","-1.28%"
"2023/12/21","51,480,000","51,260,000","52,449,940","50,600,700","0.02K","0.43%"
"2023/12/20","51,260,000","50,170,144","52,090,508","49,405,400","0.02K","2.17%"
"2023/12/19","50,170,144","51,260,736","52,518,936","49,628,560","0.02K","-2.13%"
"2023/12/18","51,260,736","50,299,816","51,490,000","49,228,500","0.02K","1.91%"
"2023/12/17","50,299,816","50,653,144","51,499,860","50,200,000","0.01K","-0.70%"
"2023/12/16","50,653,144","50,633,764","51,684,816","50,212,000","0.02K","0.04%"
"2023/12/15","50,633,764","51,700,548","52,299,700","49,708,144","0.02K","-2.06%"
"2023/12/14","51,700,548","52,450,020","52,697,000","51,500,000","0.02K","-1.43%"
"2023/12/13","52,450,020","50,051,688","52,525,000","48,700,000","0.02K","4.79%"
"2023/12/12","50,051,688","49,703,400","51,800,000","49,030,000","0.02K","0.70%"
"2023/12/11","49,703,400","52,243,024","52,399,784","48,601,024","0.03K","-4.86%"
"2023/12/10","52,243,024","51,753,960","52,400,000","51,753,960","0.01K","0.94%"
"2023/12/09","51,753,960","52,482,440","53,200,100","50,731,008","0.02K","-1.39%"
"2023/12/08","52,482,440","50,810,264","52,799,988","50,750,232","0.02K","3.29%"
"2023/12/07","50,810,264","51,254,248","51,496,000","50,410,000","0.02K","-0.87%"
"2023/12/06","51,254,248","51,100,720","51,625,816","50,410,000","0.02K","0.30%"
"2023/12/05","51,100,720","48,266,308","51,500,000","48,066,004","0.02K","5.87%"
"2023/12/04","48,266,308","45,851,056","48,989,904","45,700,352","0.02K","5.27%"
"2023/12/03","45,851,056","45,160,824","45,992,300","44,950,008","0.01K","1.53%"
"2023/12/02","45,160,824","44,450,000","45,420,420","42,653,220","0.02K","1.60%"
"2023/12/01","44,449,992","43,690,768","44,719,996","43,530,200","0.02K","1.74%"
"2023/11/30","43,690,768","43,502,600","43,999,360","43,410,100","0.02K","0.43%"
"2023/11/29","43,502,600","43,620,808","44,384,596","42,690,032","0.02K","-0.27%"
"2023/11/28","43,620,808","42,800,004","44,099,920","42,500,068","0.02K","1.92%"
"2023/11/27","42,800,004","43,105,000","43,297,920","42,117,108","0.01K","-0.71%"
"2023/11/26","43,105,000","43,123,300","43,588,900","42,900,000","0.01K","-0.04%"
"2023/11/25","43,123,300","43,100,256","43,378,584","42,802,020","0.01K","0.05%"
"2023/11/24","43,100,256","42,400,008","43,799,900","42,400,000","0.02K","1.65%"
"2023/11/23","42,400,008","42,190,508","42,949,604","41,500,100","0.02K","0.50%"
"2023/11/22","42,190,508","41,000,212","43,000,000","41,000,008","0.02K","2.90%"
"2023/11/21","41,000,212","42,150,000","42,655,000","41,000,212","0.02K","-2.73%"
"2023/11/20","42,150,000","42,010,000","42,700,480","41,100,000","0.02K","0.33%"
"2023/11/19","42,010,000","41,079,696","42,155,368","40,566,100","0.01K","2.26%"
"2023/11/18","41,079,696","40,720,000","41,169,800","40,300,000","0.01K","0.88%"
"2023/11/17","40,720,000","40,419,012","41,176,996","40,050,028","0.02K","0.74%"
"2023/11/16","40,419,012","42,400,000","42,500,000","38,300,556","0.03K","-4.67%"
"2023/11/15","42,400,000","39,997,812","42,500,000","39,300,008","0.02K","6.01%"
"2023/11/14","39,997,812","40,688,100","41,389,992","39,300,000","0.02K","-1.70%"
"2023/11/13","40,688,100","41,516,016","42,000,000","40,325,112","0.02K","-1.99%"
"2023/11/12","41,516,016","41,399,988","41,899,820","41,000,580","0.01K","0.28%"
"2023/11/11","41,399,988","40,599,980","41,499,988","39,750,200","0.02K","1.97%"
"2023/11/10","40,599,980","39,784,504","42,100,000","39,186,000","0.03K","2.05%"
"2023/11/09","39,784,504","39,600,584","41,449,856","38,777,100","0.03K","0.46%"
"2023/11/08","39,600,584","38,035,000","40,860,032","37,500,100","0.03K","4.12%"
"2023/11/07","38,035,000","36,210,804","38,525,312","35,460,000","0.02K","5.04%"
"2023/11/06","36,210,804","35,580,000","37,000,000","34,806,008","0.02K","1.77%"
"2023/11/05","35,580,000","34,450,000","36,000,000","33,622,576","0.02K","3.28%"
"2023/11/04","34,450,000","33,499,802","35,999,000","32,925,080","0.02K","2.84%"
"2023/11/03","33,499,802","34,800,000","36,800,000","24,000,000","0.04K","-3.74%"
"2023/11/02","34,800,000","40,751,000","41,399,768","34,000,000","0.03K","-14.60%"
"2023/11/01","40,751,000","40,000,600","40,899,992","39,455,668","0.02K","1.88%"
