"Date","Price","Open","High","Low","Vol.","Change %"
"2025/08/06","1,531.200","1,532.260","1,534.205","1,525.080","","0.32%"
"2025/08/05","1,526.315","1,524.670","1,534.420","1,519.265","","0.05%"
"2025/08/04","1,525.600","1,519.000","1,535.300","1,509.000","","-0.48%"
"2025/08/01","1,532.965","1,530.890","1,534.940","1,528.005","","0.14%"
"2025/07/31","1,530.895","1,531.765","1,534.410","1,529.000","","0.04%"
"2025/07/30","1,530.350","1,532.120","1,536.080","1,529.105","","-0.17%"
"2025/07/29","1,533.000","1,530.770","1,535.075","1,528.510","","0.15%"
"2025/07/28","1,530.765","1,528.000","1,534.025","1,525.375","","-0.12%"
"2025/07/25","1,532.655","1,532.960","1,534.385","1,527.505","","0.03%"
"2025/07/24","1,532.195","1,533.195","1,535.555","1,523.000","","-0.06%"
"2025/07/23","1,533.165","1,527.050","1,535.240","1,526.085","","0.10%"
"2025/07/22","1,531.585","1,531.785","1,536.205","1,526.525","","0.11%"
"2025/07/21","1,529.970","1,528.950","1,537.060","1,527.475","","-0.13%"
"2025/07/18","1,531.930","1,533.310","1,535.315","1,526.440","","0.29%"
"2025/07/17","1,527.510","1,530.195","1,532.810","1,525.160","","-0.18%"
"2025/07/16","1,530.195","1,527.935","1,531.165","1,524.285","","0.13%"
"2025/07/15","1,528.220","1,528.020","1,534.250","1,526.345","","-0.04%"
"2025/07/14","1,528.860","1,528.500","1,533.985","1,525.590","","-0.14%"
"2025/07/11","1,531.035","1,530.395","1,534.275","1,524.090","","0.04%"
"2025/07/10","1,530.395","1,532.210","1,534.500","1,523.165","","-0.13%"
"2025/07/09","1,532.315","1,533.105","1,535.285","1,525.920","","-0.05%"
"2025/07/08","1,533.060","1,531.970","1,534.545","1,527.235","","-0.05%"
"2025/07/07","1,533.845","1,527.500","1,535.115","1,524.970","","0.24%"
"2025/07/04","1,530.200","1,533.005","1,533.170","1,524.805","","-0.17%"
"2025/07/03","1,532.740","1,531.970","1,535.000","1,523.935","","0.05%"
"2025/07/02","1,531.985","1,534.080","1,536.480","1,524.835","","-0.14%"
"2025/07/01","1,534.080","1,545.000","1,545.000","1,530.050","","-0.15%"
"2025/06/30","1,536.375","1,543.500","1,545.500","1,528.675","","-0.40%"
"2025/06/27","1,542.470","1,542.670","1,550.500","1,537.745","","-0.01%"
"2025/06/26","1,542.665","1,549.865","1,552.330","1,539.460","","-0.47%"
"2025/06/25","1,549.880","1,548.530","1,552.520","1,544.850","","0.06%"
"2025/06/24","1,548.905","1,547.040","1,553.270","1,544.850","","-0.07%"
"2025/06/23","1,550.015","1,549.500","1,555.750","1,544.760","","0.09%"
"2025/06/20","1,548.610","1,548.800","1,554.200","1,545.290","","-0.01%"
"2025/06/19","1,548.795","1,546.945","1,552.805","1,543.695","","0.12%"
"2025/06/18","1,546.940","1,543.170","1,549.900","1,542.375","","0.12%"
"2025/06/17","1,545.150","1,543.485","1,549.880","1,542.085","","0.11%"
"2025/06/16","1,543.490","1,548.600","1,558.800","1,541.375","","-0.09%"
"2025/06/13","1,544.875","1,541.505","1,562.500","1,537.900","","0.29%"
"2025/06/12","1,540.380","1,559.000","1,559.000","1,533.000","","-0.18%"
"2025/06/11","1,543.100","1,544.165","1,559.000","1,538.500","","-0.07%"
"2025/06/10","1,544.190","1,558.105","1,560.015","1,539.420","","-0.89%"
"2025/06/09","1,558.120","1,560.500","1,562.500","1,554.830","","0.00%"
"2025/06/06","1,558.155","1,560.015","1,563.245","1,554.580","","-0.04%"
"2025/06/05","1,558.845","1,577.470","1,583.425","1,554.840","","-1.18%"
"2025/06/04","1,577.380","1,581.265","1,584.500","1,573.130","","-0.24%"
"2025/06/03","1,581.235","1,582.000","1,587.075","1,578.000","","-0.19%"
"2025/06/02","1,584.210","1,587.000","1,590.500","1,580.275","","-0.24%"
"2025/05/30","1,587.950","1,589.810","1,591.585","1,585.880","","-0.12%"
"2025/05/29","1,589.810","1,585.640","1,592.760","1,585.320","","0.15%"
"2025/05/28","1,587.470","1,585.350","1,589.715","1,584.350","","0.06%"
"2025/05/27","1,586.440","1,583.345","1,590.000","1,581.630","","0.20%"
"2025/05/26","1,583.345","1,586.500","1,587.695","1,579.865","","-0.33%"
"2025/05/23","1,588.615","1,587.840","1,591.165","1,583.355","","-0.09%"
"2025/05/22","1,590.015","1,587.930","1,593.350","1,586.920","","0.14%"
"2025/05/21","1,587.855","1,596.420","1,598.505","1,580.000","","-0.53%"
"2025/05/20","1,596.260","1,599.480","1,607.130","1,593.510","","-0.23%"
"2025/05/19","1,599.945","1,602.000","1,607.125","1,596.350","","-0.11%"
"2025/05/16","1,601.680","1,600.740","1,605.175","1,593.850","","0.09%"
"2025/05/15","1,600.180","1,600.080","1,604.645","1,596.475","","-0.04%"
"2025/05/14","1,600.835","1,601.870","1,604.310","1,597.515","","-0.07%"
"2025/05/13","1,601.880","1,606.150","1,606.575","1,597.820","","-0.09%"
"2025/05/12","1,603.305","1,608.000","1,613.210","1,598.700","","-0.24%"
"2025/05/09","1,607.220","1,610.165","1,613.895","1,604.625","","-0.18%"
"2025/05/08","1,610.145","1,607.455","1,612.370","1,605.555","","0.17%"
"2025/05/07","1,607.490","1,606.715","1,613.410","1,603.650","","0.05%"
"2025/05/06","1,606.735","1,607.095","1,610.290","1,601.980","","-0.02%"
"2025/05/05","1,607.080","1,605.500","1,610.000","1,600.370","","0.22%"
"2025/05/02","1,603.580","1,605.615","1,610.000","1,600.425","","-0.13%"
"2025/05/01","1,605.615","1,602.065","1,610.000","1,597.440","","0.20%"
"2025/04/30","1,602.390","1,603.530","1,610.000","1,597.440","","-0.07%"
"2025/04/29","1,603.540","1,603.950","1,610.425","1,599.950","","-0.03%"
"2025/04/28","1,603.950","1,608.500","1,612.500","1,602.260","","-0.23%"
"2025/04/25","1,607.660","1,606.675","1,613.835","1,603.610","","-0.05%"
"2025/04/24","1,608.435","1,607.110","1,614.225","1,602.835","","0.07%"
"2025/04/23","1,607.300","1,605.080","1,615.430","1,599.730","","0.20%"
"2025/04/22","1,604.135","1,599.580","1,613.625","1,590.290","","0.21%"
"2025/04/21","1,600.710","1,605.000","1,612.300","1,599.290","","0.01%"
"2025/04/18","1,600.500","1,599.140","1,612.125","1,599.070","","-0.02%"
"2025/04/17","1,600.770","1,601.370","1,611.880","1,585.070","","0.22%"
"2025/04/16","1,597.290","1,605.350","1,620.855","1,590.195","","-0.35%"
"2025/04/15","1,602.820","1,610.390","1,610.870","1,596.685","","0.28%"
"2025/04/14","1,598.380","1,594.500","1,625.400","1,576.500","","0.08%"
"2025/04/11","1,597.130","1,589.500","1,627.730","1,585.845","","0.63%"
"2025/04/10","1,587.120","1,586.100","1,622.030","1,567.375","","1.24%"
"2025/04/09","1,567.630","1,569.120","1,642.355","1,551.500","","1.33%"
"2025/04/08","1,547.080","1,582.820","1,623.250","1,547.665","","-2.20%"
"2025/04/07","1,581.820","1,538.000","1,643.210","1,530.420","","3.43%"
"2025/04/04","1,529.370","1,538.055","1,589.655","1,530.025","","-0.24%"
"2025/04/03","1,533.000","1,536.935","1,543.500","1,529.775","","-0.03%"
"2025/04/02","1,533.390","1,541.780","1,541.915","1,526.500","","-0.16%"
"2025/04/01","1,535.920","1,537.730","1,541.885","1,529.685","","0.07%"
"2025/03/31","1,534.830","1,526.500","1,538.855","1,523.500","","0.01%"
"2025/03/28","1,534.730","1,537.425","1,541.800","1,530.000","","0.07%"
"2025/03/27","1,533.640","1,532.500","1,541.465","1,529.250","","0.06%"
"2025/03/26","1,532.710","1,530.500","1,538.985","1,523.000","","0.57%"
"2025/03/25","1,524.000","1,520.000","1,535.340","1,520.000","","0.33%"
"2025/03/24","1,519.000","1,536.000","1,550.000","1,520.000","","-1.68%"
"2025/03/21","1,545.000","1,520.000","1,550.000","1,520.000","","1.71%"
"2025/03/20","1,519.000","1,520.000","1,550.000","1,520.000","","0.00%"
"2025/03/19","1,519.000","1,528.030","1,550.000","1,520.000","","-0.53%"
"2025/03/18","1,527.030","1,547.820","1,550.910","1,528.030","","-1.16%"
"2025/03/17","1,545.000","1,547.820","1,553.410","1,533.000","","-0.12%"
"2025/03/14","1,546.820","1,550.000","1,550.000","1,507.500","","-0.21%"
"2025/03/13","1,550.000","1,532.000","1,560.000","1,507.500","","1.24%"
"2025/03/12","1,531.000","1,529.000","1,552.500","1,529.000","","0.20%"
"2025/03/11","1,528.000","1,535.000","1,538.000","1,515.000","","-0.39%"
"2025/03/10","1,534.000","1,512.300","1,540.000","1,509.150","","1.59%"
"2025/03/07","1,510.000","1,500.800","1,522.500","1,499.900","","0.68%"
"2025/03/06","1,499.800","1,491.670","1,514.000","1,491.670","","0.61%"
"2025/03/05","1,490.670","1,498.000","1,503.500","1,491.670","","-0.42%"
"2025/03/04","1,497.000","1,499.070","1,507.500","1,494.500","","-0.07%"
"2025/03/03","1,498.000","1,499.070","1,503.035","1,498.535","","0.00%"
"2025/02/28","1,498.000","1,499.110","1,503.500","1,497.535","","0.00%"
"2025/02/27","1,498.000","1,495.910","1,499.555","1,495.910","","0.21%"
"2025/02/26","1,494.910","1,497.110","1,500.000","1,495.910","","-0.08%"
"2025/02/25","1,496.110","1,500.730","1,507.365","1,494.055","","-0.24%"
"2025/02/24","1,499.730","1,500.520","1,511.000","1,494.000","","0.01%"
"2025/02/21","1,499.520","1,509.040","1,511.520","1,491.500","","-0.56%"
"2025/02/20","1,508.040","1,504.000","1,513.020","1,480.000","","0.34%"
"2025/02/19","1,503.000","1,505.000","1,512.500","1,503.500","","-0.07%"
"2025/02/18","1,504.000","1,511.000","1,512.500","1,503.000","","-0.40%"
"2025/02/17","1,510.000","1,510.000","1,515.000","1,505.000","","0.07%"
"2025/02/14","1,509.000","1,504.300","1,515.000","1,502.650","","0.60%"
"2025/02/13","1,500.000","1,499.780","1,540.000","1,490.000","","0.08%"
"2025/02/12","1,498.780","1,499.780","1,515.000","1,497.890","","0.00%"
"2025/02/11","1,498.780","1,497.410","1,505.000","1,497.410","","0.16%"
"2025/02/10","1,496.410","1,497.410","1,511.000","1,494.205","","0.00%"
"2025/02/07","1,496.410","1,497.410","1,506.500","1,494.205","","0.00%"
"2025/02/06","1,496.410","1,497.410","1,507.500","1,494.205","","0.00%"
"2025/02/05","1,496.410","1,488.990","1,500.705","1,488.990","","0.57%"
"2025/02/04","1,487.990","1,483.000","1,499.000","1,478.110","","0.73%"
"2025/02/03","1,477.220","1,481.000","1,550.000","1,442.500","","-0.19%"
"2025/01/31","1,480.000","1,499.000","1,515.000","1,442.500","","-1.20%"
"2025/01/30","1,498.000","1,550.480","1,553.240","1,491.000","","-3.32%"
"2025/01/29","1,549.480","1,550.480","1,561.000","1,508.000","","0.00%"
"2025/01/28","1,549.480","1,550.480","1,555.000","1,513.100","","0.00%"
"2025/01/27","1,549.480","1,550.480","1,557.500","1,529.000","","0.10%"
"2025/01/24","1,548.000","1,557.000","1,559.460","1,505.000","","0.06%"
"2025/01/23","1,547.000","1,557.000","1,560.460","1,548.625","","0.00%"
"2025/01/22","1,547.000","1,555.000","1,559.125","1,547.000","","0.13%"
"2025/01/21","1,545.000","1,554.110","1,556.500","1,546.555","","0.06%"
"2025/01/20","1,544.110","1,549.200","1,573.600","1,544.500","","-0.17%"
"2025/01/17","1,546.710","1,560.200","1,562.600","1,547.600","","-0.23%"
"2025/01/16","1,550.200","1,555.000","1,572.600","1,544.335","","0.34%"
"2025/01/15","1,545.000","1,553.570","1,573.335","1,545.710","","0.09%"
"2025/01/14","1,543.570","1,549.330","1,570.425","1,541.180","","0.28%"
"2025/01/13","1,539.330","1,533.610","1,565.835","1,533.610","","-0.15%"
"2025/01/10","1,541.670","1,551.290","1,565.835","1,533.610","","0.02%"
"2025/01/09","1,541.290","1,543.830","1,567.145","1,533.610","","0.49%"
"2025/01/08","1,533.830","1,538.800","1,562.500","1,531.705","","0.33%"
"2025/01/07","1,528.800","1,542.500","1,543.030","1,531.705","","-0.24%"
"2025/01/06","1,532.500","1,536.000","1,560.000","1,530.000","","-0.07%"
"2025/01/03","1,533.500","1,548.000","1,559.000","1,528.500","","-0.29%"
"2025/01/02","1,538.000","1,544.000","1,548.000","1,536.785","","0.03%"
"2025/01/01","1,537.570","1,538.570","1,538.570","1,538.570","","0.23%"
"2024/12/31","1,534.000","1,544.000","1,545.785","1,536.785","","0.00%"
"2024/12/30","1,534.000","1,538.570","1,559.500","1,532.285","","-0.32%"
"2024/12/27","1,539.000","1,538.570","1,559.500","1,532.285","","0.09%"
"2024/12/26","1,537.570","1,538.570","1,538.570","1,538.570","","0.12%"
"2024/12/25","1,535.720","1,535.720","1,535.720","1,535.720","","-0.15%"
"2024/12/24","1,538.070","1,548.070","1,548.070","1,536.720","","0.00%"
"2024/12/23","1,538.070","1,537.430","1,560.000","1,531.465","","0.00%"
"2024/12/20","1,538.070","1,551.430","1,551.430","1,537.430","","-0.22%"
"2024/12/19","1,541.430","1,555.450","1,555.450","1,534.110","","-0.26%"
"2024/12/18","1,545.450","1,556.750","1,637.500","1,527.275","","-0.08%"
"2024/12/17","1,546.750","1,533.270","1,556.750","1,533.270","","0.95%"
"2024/12/16","1,532.270","1,534.600","1,556.800","1,529.635","","-0.47%"
"2024/12/13","1,539.500","1,547.450","1,549.500","1,533.090","","0.13%"
"2024/12/12","1,537.450","1,549.290","1,562.145","1,526.555","","-0.12%"
"2024/12/11","1,539.290","1,547.500","1,557.000","1,526.555","","0.12%"
"2024/12/10","1,537.500","1,542.470","1,547.500","1,533.615","","0.33%"
"2024/12/09","1,532.470","1,588.790","1,707.500","1,485.000","","-0.65%"
"2024/12/06","1,542.500","1,605.300","1,652.730","1,535.000","","-3.31%"
"2024/12/05","1,595.300","1,628.620","1,640.340","1,550.000","","-1.44%"
"2024/12/04","1,618.620","1,658.360","1,680.260","1,612.500","","-1.80%"
"2024/12/03","1,648.360","1,672.920","1,682.090","1,640.000","","-0.76%"
"2024/12/02","1,660.920","1,682.890","1,700.000","1,652.700","","-0.60%"
"2024/11/29","1,670.890","1,682.890","1,689.630","1,642.500","","0.00%"
"2024/11/28","1,670.890","1,689.660","1,690.190","1,620.000","","-0.40%"
"2024/11/27","1,677.660","1,689.530","1,698.610","1,679.125","","0.01%"
"2024/11/26","1,677.530","1,681.260","1,705.000","1,665.990","","0.50%"
"2024/11/25","1,669.260","1,688.780","1,713.890","1,650.000","","-0.72%"
"2024/11/22","1,681.390","1,693.360","1,703.890","1,675.600","","0.00%"
"2024/11/21","1,681.360","1,681.070","1,693.360","1,672.835","","0.74%"
"2024/11/20","1,669.070","1,678.690","1,717.500","1,671.645","","0.14%"
"2024/11/19","1,666.690","1,676.950","1,708.610","1,650.000","","0.10%"
"2024/11/18","1,664.950","1,658.930","1,697.500","1,657.280","","0.62%"
"2024/11/15","1,654.630","1,679.910","1,689.740","1,635.000","","-0.80%"
"2024/11/14","1,667.910","1,679.910","1,691.285","1,677.285","","0.00%"
"2024/11/13","1,667.910","1,675.350","1,717.500","1,675.350","","0.27%"
"2024/11/12","1,663.350","1,673.150","1,679.310","1,645.000","","0.13%"
"2024/11/11","1,661.150","1,665.840","1,717.500","1,635.000","","0.00%"
"2024/11/08","1,661.150","1,678.050","1,707.705","1,650.000","","-0.29%"
"2024/11/07","1,666.050","1,671.800","1,717.500","1,650.000","","0.38%"
"2024/11/06","1,659.800","1,661.510","1,682.050","1,657.935","","0.62%"
"2024/11/05","1,649.510","1,666.410","1,690.205","1,638.180","","0.38%"
"2024/11/04","1,643.260","1,651.440","1,697.500","1,634.130","","0.00%"
"2024/11/01","1,643.260","1,643.260","1,664.390","1,635.220","","0.00%"
"2024/10/31","1,643.260","1,643.260","1,666.180","1,635.520","","0.00%"
"2024/10/30","1,643.260","1,643.260","1,672.050","1,629.130","","0.00%"
"2024/10/29","1,643.260","1,643.260","1,687.050","1,642.050","","0.00%"
"2024/10/28","1,643.260","1,643.260","1,677.500","1,626.130","","0.00%"
"2024/10/25","1,643.260","1,643.260","1,677.830","1,627.475","","0.00%"
"2024/10/24","1,643.260","1,643.260","1,660.330","1,629.800","","0.00%"
"2024/10/23","1,643.260","1,643.260","1,653.800","1,624.130","","0.00%"
"2024/10/22","1,643.260","1,643.260","1,659.995","1,629.670","","0.00%"
"2024/10/21","1,643.260","1,652.730","1,670.865","1,627.500","","0.51%"
"2024/10/18","1,635.000","1,635.000","1,656.080","1,631.865","","0.00%"
"2024/10/17","1,635.000","1,635.000","1,669.845","1,622.500","","0.00%"
"2024/10/16","1,635.000","1,635.000","1,672.345","1,603.080","","0.00%"
"2024/10/15","1,635.000","1,635.000","1,657.500","1,602.040","","0.00%"
"2024/10/14","1,635.000","1,626.330","1,642.665","1,611.165","","0.93%"
"2024/10/11","1,620.000","1,620.000","1,636.095","1,611.165","","0.00%"
"2024/10/10","1,620.000","1,620.000","1,638.595","1,590.690","","0.00%"
"2024/10/09","1,620.000","1,620.000","1,637.150","1,590.690","","0.00%"
"2024/10/08","1,620.000","1,620.000","1,657.860","1,610.000","","0.00%"
"2024/10/07","1,620.000","1,657.860","1,657.860","1,607.500","","0.00%"
"2024/10/04","1,620.000","1,645.000","1,663.555","1,605.000","","-1.52%"
"2024/10/03","1,645.000","1,668.970","1,690.055","1,601.530","","-1.44%"
"2024/10/02","1,668.970","1,668.970","1,668.970","1,601.530","","0.00%"
"2024/10/01","1,668.970","1,668.970","1,673.485","1,601.530","","0.00%"
"2024/09/30","1,668.970","1,668.970","1,683.110","1,635.000","","0.00%"
"2024/09/27","1,668.970","1,653.270","1,680.095","1,631.635","","0.95%"
"2024/09/26","1,653.270","1,653.270","1,680.000","1,597.980","","0.00%"
"2024/09/25","1,653.270","1,597.980","1,674.000","1,597.980","","3.52%"
"2024/09/24","1,596.980","1,639.200","1,639.200","1,594.070","","-2.58%"
"2024/09/23","1,639.200","1,639.200","1,660.000","1,547.525","","0.00%"
"2024/09/20","1,639.200","1,639.200","1,660.000","1,594.370","","0.00%"
"2024/09/19","1,639.200","1,639.200","1,659.370","1,594.370","","0.00%"
"2024/09/18","1,639.200","1,639.200","1,661.870","1,617.500","","0.00%"
"2024/09/17","1,639.200","1,639.200","1,657.100","1,512.500","","0.00%"
"2024/09/16","1,639.200","1,646.130","1,655.065","1,630.665","","0.00%"
"2024/09/13","1,639.200","1,655.000","1,662.565","1,581.210","","-0.95%"
"2024/09/12","1,655.000","1,655.000","1,665.000","1,497.500","","0.00%"
"2024/09/11","1,655.000","1,645.000","1,655.000","1,606.725","","0.61%"
"2024/09/10","1,645.000","1,645.000","1,649.325","1,592.500","","0.00%"
"2024/09/09","1,645.000","1,621.020","1,649.325","1,600.000","","2.49%"
"2024/09/06","1,605.000","1,605.000","1,640.000","1,601.010","","0.00%"
"2024/09/05","1,605.000","1,605.000","1,625.375","1,588.035","","0.00%"
"2024/09/04","1,605.000","1,590.000","1,617.500","1,580.535","","0.94%"
"2024/09/03","1,590.000","1,590.000","1,610.000","1,582.135","","0.00%"
"2024/09/02","1,590.000","1,598.640","1,606.320","1,582.320","","0.00%"
"2024/08/30","1,590.000","1,590.000","1,608.900","1,582.320","","0.00%"
"2024/08/29","1,590.000","1,590.000","1,611.400","1,579.075","","0.00%"
"2024/08/28","1,590.000","1,590.000","1,612.500","1,576.570","","0.00%"
"2024/08/27","1,590.000","1,590.000","1,610.000","1,576.570","","0.00%"
"2024/08/26","1,590.000","1,592.970","1,603.485","1,569.070","","0.95%"
"2024/08/23","1,575.000","1,575.000","1,608.485","1,560.515","","0.00%"
"2024/08/22","1,575.000","1,575.000","1,600.000","1,560.515","","0.00%"
"2024/08/21","1,575.000","1,575.690","1,606.175","1,563.345","","0.00%"
"2024/08/20","1,575.000","1,590.000","1,608.885","1,558.345","","-0.94%"
"2024/08/19","1,590.000","1,585.340","1,624.670","1,557.500","","0.00%"
"2024/08/16","1,590.000","1,590.000","1,622.170","1,560.885","","0.00%"
"2024/08/15","1,590.000","1,590.000","1,609.885","1,557.700","","0.00%"
"2024/08/14","1,590.000","1,590.000","1,615.000","1,555.025","","0.00%"
"2024/08/13","1,590.000","1,590.000","1,611.510","1,552.500","","0.00%"
"2024/08/12","1,590.000","1,590.000","1,616.515","1,555.000","","0.44%"
"2024/08/09","1,583.030","1,590.000","1,633.040","1,555.000","","-0.44%"
"2024/08/08","1,590.000","1,555.000","1,627.760","1,535.000","","2.25%"
"2024/08/07","1,555.000","1,580.000","1,618.260","1,510.000","","-1.58%"
"2024/08/06","1,580.000","1,580.000","1,630.855","1,579.260","","0.00%"
"2024/08/05","1,580.000","1,580.000","1,618.355","1,560.000","","0.00%"
"2024/08/02","1,580.000","1,660.000","1,662.500","1,580.000","","-4.82%"
"2024/08/01","1,660.000","1,660.000","1,665.000","1,608.460","","0.00%"
"2024/07/31","1,660.000","1,660.000","1,670.000","1,605.000","","0.00%"
"2024/07/30","1,660.000","1,620.000","1,660.000","1,591.680","","2.47%"
"2024/07/29","1,620.000","1,620.000","1,630.680","1,550.500","","0.00%"
"2024/07/26","1,620.000","1,620.000","1,629.445","1,542.090","","0.00%"
"2024/07/25","1,620.000","1,620.000","1,622.500","1,305.000","","0.00%"
"2024/07/24","1,620.000","1,625.000","1,625.000","1,534.275","","-0.31%"
"2024/07/23","1,625.000","1,625.000","1,625.000","1,510.000","","0.00%"
"2024/07/22","1,625.000","1,585.800","1,625.000","1,562.500","","0.00%"
"2024/07/19","1,625.000","1,620.000","1,637.500","1,574.450","","0.31%"
"2024/07/18","1,620.000","1,595.000","1,660.000","1,564.745","","1.57%"
"2024/07/17","1,595.000","1,595.000","1,615.000","1,556.000","","0.00%"
"2024/07/16","1,595.000","1,600.000","1,602.805","1,513.500","","-0.31%"
"2024/07/15","1,600.000","1,600.000","1,607.500","1,550.875","","0.00%"
"2024/07/12","1,600.000","1,600.000","1,605.250","1,550.875","","0.00%"
"2024/07/11","1,600.000","1,590.000","1,612.000","1,474.000","","0.63%"
"2024/07/10","1,590.000","1,535.000","1,590.000","1,474.000","","3.58%"
"2024/07/09","1,535.000","1,535.000","1,544.250","1,505.900","","0.00%"
"2024/07/08","1,535.000","1,535.000","1,540.175","1,469.500","","0.00%"
"2024/07/05","1,535.000","1,535.000","1,540.175","1,474.000","","0.00%"
"2024/07/04","1,535.000","1,535.000","1,537.925","1,502.925","","0.00%"
"2024/07/03","1,535.000","1,535.000","1,537.925","1,474.000","","0.00%"
"2024/07/02","1,535.000","1,525.000","1,535.000","1,470.345","","0.66%"
"2024/07/01","1,525.000","1,513.730","1,533.865","1,465.845","","0.00%"
"2024/06/28","1,525.000","1,525.000","1,533.865","1,478.500","","0.00%"
"2024/06/27","1,525.000","1,525.000","1,535.000","1,478.500","","0.00%"
"2024/06/26","1,525.000","1,525.000","1,526.680","1,485.000","","0.00%"
"2024/06/25","1,525.000","1,515.000","1,525.000","1,465.000","","0.66%"
"2024/06/24","1,515.000","1,515.000","1,516.150","1,470.755","","0.00%"
"2024/06/21","1,515.000","1,495.000","1,516.150","1,467.500","","1.34%"
