"Date","Price","Open","High","Low","Vol.","Change %"
"2025/05/24","1,958,440","1,945,983","1,982,627","1,943,792","0.03K","0.64%"
"2025/05/23","1,945,983","2,028,375","2,029,962","1,943,611","0.08K","-4.06%"
"2025/05/22","2,028,414","1,989,568","2,032,150","1,979,500","0.08K","1.95%"
"2025/05/21","1,989,568","1,938,037","2,000,000","1,921,702","0.12K","2.66%"
"2025/05/20","1,938,037","1,934,953","1,953,500","1,900,000","0.06K","0.16%"
"2025/05/19","1,934,953","1,948,986","1,957,389","1,866,360","0.05K","-0.72%"
"2025/05/18","1,948,986","1,888,498","1,948,986","1,886,950","0.02K","3.20%"
"2025/05/17","1,888,498","1,893,741","1,901,187","1,880,760","0.02K","-0.28%"
"2025/05/16","1,893,741","1,896,556","1,916,837","1,889,258","0.02K","-0.17%"
"2025/05/15","1,896,997","1,917,430","1,919,499","1,858,434","0.03K","-1.07%"
"2025/05/14","1,917,430","1,928,329","1,931,408","1,900,003","0.03K","-0.57%"
"2025/05/13","1,928,329","1,903,583","1,943,468","1,878,003","0.04K","1.30%"
"2025/05/12","1,903,583","1,925,000","1,944,708","1,867,393","0.05K","-1.00%"
"2025/05/11","1,922,769","1,935,000","1,939,484","1,910,867","0.02K","-0.63%"
"2025/05/10","1,935,000","1,900,226","1,937,477","1,900,145","0.03K","1.83%"
"2025/05/09","1,900,226","1,901,379","1,923,500","1,889,459","0.06K","-0.06%"
"2025/05/08","1,901,379","1,797,643","1,916,471","1,795,313","0.10K","5.77%"
"2025/05/07","1,797,643","1,794,135","1,805,833","1,771,261","0.06K","0.24%"
"2025/05/06","1,793,382","1,769,019","1,794,827","1,738,026","0.05K","1.38%"
"2025/05/05","1,769,019","1,764,077","1,773,515","1,740,455","0.04K","0.28%"
"2025/05/04","1,764,078","1,793,327","1,801,999","1,763,001","0.02K","-1.63%"
"2025/05/03","1,793,327","1,807,216","1,809,272","1,793,268","0.03K","-0.77%"
"2025/05/02","1,807,216","1,812,108","1,826,510","1,805,000","0.04K","-0.25%"
"2025/05/01","1,811,687","1,775,045","1,833,000","1,774,250","0.05K","2.06%"
"2025/04/30","1,775,045","1,767,634","1,805,100","1,755,112","0.05K","0.42%"
"2025/04/29","1,767,634","1,786,136","1,794,682","1,762,501","0.05K","-1.04%"
"2025/04/28","1,786,136","1,777,615","1,808,169","1,765,153","0.03K","0.48%"
"2025/04/27","1,777,615","1,805,831","1,815,000","1,776,055","0.02K","-1.49%"
"2025/04/26","1,804,449","1,801,843","1,810,000","1,789,181","0.02K","0.14%"
"2025/04/25","1,801,843","1,783,542","1,815,000","1,766,945","0.05K","1.10%"
"2025/04/24","1,782,184","1,770,463","1,783,022","1,730,029","0.05K","0.66%"
"2025/04/23","1,770,463","1,762,001","1,783,174","1,735,860","0.06K","0.48%"
"2025/04/22","1,762,001","1,663,166","1,768,138","1,654,375","0.05K","5.94%"
"2025/04/21","1,663,166","1,624,108","1,672,219","1,623,510","0.04K","2.40%"
"2025/04/20","1,624,108","1,622,421","1,624,937","1,605,000","0.01K","0.10%"
"2025/04/19","1,622,421","1,610,578","1,629,000","1,610,169","0.01K","0.74%"
"2025/04/18","1,610,578","1,616,432","1,618,696","1,609,385","0.01K","-0.36%"
"2025/04/17","1,616,432","1,607,729","1,625,000","1,591,001","0.02K","0.54%"
"2025/04/16","1,607,729","1,620,057","1,625,482","1,591,431","0.03K","-0.76%"
"2025/04/15","1,620,057","1,618,945","1,650,500","1,615,703","0.04K","0.07%"
"2025/04/14","1,618,945","1,615,780","1,645,500","1,603,000","0.03K","0.20%"
"2025/04/13","1,615,780","1,638,210","1,647,499","1,602,000","0.02K","-1.37%"
"2025/04/12","1,638,210","1,614,102","1,644,499","1,604,003","0.03K","1.47%"
"2025/04/11","1,614,525","1,567,957","1,628,325","1,553,498","0.06K","2.97%"
"2025/04/10","1,567,969","1,620,932","1,623,404","1,551,581","0.07K","-3.18%"
"2025/04/09","1,619,422","1,525,501","1,632,633","1,496,506","0.09K","6.16%"
"2025/04/08","1,525,501","1,567,720","1,593,016","1,523,473","0.06K","-2.69%"
"2025/04/07","1,567,720","1,537,718","1,648,000","1,451,450","0.15K","2.08%"
"2025/04/06","1,535,844","1,623,467","1,623,961","1,515,000","0.04K","-5.40%"
"2025/04/05","1,623,467","1,617,119","1,631,256","1,599,200","0.03K","0.40%"
"2025/04/04","1,616,962","1,577,127","1,636,124","1,565,201","0.04K","2.53%"
"2025/04/03","1,577,127","1,576,850","1,611,356","1,545,349","0.05K","-0.08%"
"2025/04/02","1,578,316","1,596,598","1,679,900","1,512,000","0.08K","-1.15%"
"2025/04/01","1,596,598","1,539,830","1,601,852","1,537,793","0.05K","3.69%"
"2025/03/31","1,539,830","1,551,214","1,579,186","1,514,018","0.06K","-0.73%"
"2025/03/30","1,551,214","1,557,273","1,573,488","1,537,133","0.02K","-0.39%"
"2025/03/29","1,557,273","1,590,957","1,595,211","1,539,533","0.03K","-2.12%"
"2025/03/28","1,590,957","1,631,764","1,637,661","1,580,000","0.05K","-2.36%"
"2025/03/27","1,629,429","1,623,555","1,640,772","1,609,604","0.03K","0.36%"
"2025/03/26","1,623,555","1,620,874","1,649,000","1,607,052","0.03K","0.17%"
"2025/03/25","1,620,874","1,629,476","1,645,500","1,606,990","0.04K","-0.53%"
"2025/03/24","1,629,476","1,595,838","1,647,038","1,587,883","0.04K","2.05%"
"2025/03/23","1,596,764","1,559,072","1,596,764","1,558,754","0.01K","2.35%"
"2025/03/22","1,560,115","1,562,872","1,570,194","1,557,756","0.01K","-0.18%"
"2025/03/21","1,562,873","1,562,031","1,573,791","1,547,168","0.02K","0.05%"
"2025/03/20","1,562,031","1,602,738","1,612,387","1,552,203","0.04K","-2.54%"
"2025/03/19","1,602,738","1,528,314","1,604,799","1,524,952","0.06K","4.87%"
"2025/03/18","1,528,314","1,553,327","1,553,327","1,502,471","0.03K","-1.61%"
"2025/03/17","1,553,327","1,532,920","1,563,479","1,531,648","0.03K","1.27%"
"2025/03/16","1,533,780","1,564,019","1,574,995","1,523,900","0.02K","-1.93%"
"2025/03/15","1,564,019","1,557,508","1,569,010","1,552,414","0.02K","0.42%"
"2025/03/14","1,557,508","1,509,507","1,580,815","1,506,057","0.04K","3.18%"
"2025/03/13","1,509,507","1,561,835","1,577,324","1,480,006","0.05K","-3.35%"
"2025/03/12","1,561,835","1,540,008","1,577,623","1,510,796","0.06K","1.42%"
"2025/03/11","1,539,984","1,471,489","1,554,854","1,440,000","0.09K","4.65%"
"2025/03/10","1,471,489","1,518,674","1,581,914","1,455,013","0.09K","-3.11%"
"2025/03/09","1,518,674","1,619,055","1,624,082","1,508,820","0.05K","-6.20%"
"2025/03/08","1,619,055","1,623,758","1,633,371","1,600,000","0.05K","-0.29%"
"2025/03/07","1,623,758","1,667,486","1,699,764","1,576,799","0.09K","-2.62%"
"2025/03/06","1,667,486","1,696,929","1,739,357","1,629,872","0.07K","-1.74%"
"2025/03/05","1,696,929","1,647,771","1,709,917","1,633,747","0.07K","2.98%"
"2025/03/04","1,647,771","1,627,584","1,683,404","1,547,190","0.13K","1.24%"
"2025/03/03","1,627,584","1,782,813","1,784,973","1,611,000","0.12K","-8.64%"
"2025/03/02","1,781,504","1,629,955","1,807,777","1,616,234","0.10K","9.30%"
"2025/03/01","1,629,955","1,601,582","1,644,001","1,590,456","0.05K","1.77%"
"2025/02/28","1,601,582","1,584,584","1,609,998","1,457,896","0.17K","1.07%"
"2025/02/27","1,584,584","1,569,078","1,625,916","1,550,000","0.08K","0.99%"
"2025/02/26","1,569,078","1,658,839","1,680,000","1,536,178","0.11K","-5.41%"
"2025/02/25","1,658,839","1,707,728","1,729,981","1,606,326","0.18K","-2.86%"
"2025/02/24","1,707,728","1,798,994","1,801,973","1,705,943","0.07K","-5.07%"
"2025/02/23","1,798,994","1,804,791","1,806,271","1,785,221","0.02K","-0.32%"
"2025/02/22","1,804,791","1,797,757","1,813,499","1,791,405","0.01K","0.39%"
"2025/02/21","1,797,757","1,830,531","1,857,967","1,778,073","0.06K","-1.79%"
"2025/02/20","1,830,531","1,816,749","1,837,253","1,810,233","0.04K","0.76%"
"2025/02/19","1,816,749","1,791,586","1,819,998","1,783,826","0.06K","1.40%"
"2025/02/18","1,791,586","1,802,549","1,812,635","1,755,555","0.08K","-0.61%"
"2025/02/17","1,802,549","1,799,325","1,822,623","1,786,764","0.06K","0.18%"
"2025/02/16","1,799,325","1,826,127","1,826,813","1,799,015","0.02K","-1.47%"
"2025/02/15","1,826,127","1,822,654","1,832,885","1,819,254","0.02K","0.19%"
"2025/02/14","1,822,654","1,815,368","1,840,000","1,800,464","0.06K","0.40%"
"2025/02/13","1,815,368","1,840,370","1,842,299","1,792,600","0.07K","-1.36%"
"2025/02/12","1,840,370","1,810,451","1,843,801","1,782,407","0.07K","1.65%"
"2025/02/11","1,810,451","1,832,588","1,853,261","1,789,001","0.05K","-1.21%"
"2025/02/10","1,832,588","1,829,892","1,844,928","1,808,273","0.03K","0.15%"
"2025/02/09","1,829,892","1,820,191","1,850,790","1,798,002","0.02K","0.53%"
"2025/02/08","1,820,191","1,807,761","1,823,979","1,798,561","0.02K","0.69%"
"2025/02/07","1,807,761","1,810,386","1,875,608","1,795,000","0.05K","-0.14%"
"2025/02/06","1,810,386","1,822,059","1,877,477","1,797,575","0.05K","-0.64%"
"2025/02/05","1,822,059","1,854,778","1,877,274","1,815,508","0.05K","-1.76%"
"2025/02/04","1,854,778","1,935,280","1,937,157","1,827,700","0.10K","-4.16%"
"2025/02/03","1,935,280","1,905,121","1,949,721","1,800,738","0.19K","1.58%"
"2025/02/02","1,905,121","1,906,681","1,940,000","1,853,243","0.12K","-0.08%"
"2025/02/01","1,906,681","1,939,650","1,944,028","1,900,498","0.03K","-1.70%"
"2025/01/31","1,939,650","1,968,561","1,995,990","1,926,002","0.04K","-1.47%"
"2025/01/30","1,968,561","1,949,103","2,000,000","1,943,552","0.07K","1.00%"
"2025/01/29","1,949,103","1,920,570","1,967,757","1,910,763","0.05K","1.49%"
"2025/01/28","1,920,570","1,941,315","1,974,999","1,900,585","0.06K","-1.07%"
"2025/01/27","1,941,315","1,944,807","1,961,825","1,830,000","0.15K","-0.21%"
"2025/01/26","1,945,392","1,970,000","1,985,361","1,942,886","0.03K","-1.25%"
"2025/01/25","1,970,000","1,969,160","1,979,915","1,955,174","0.03K","0.04%"
"2025/01/24","1,969,160","1,954,853","2,003,000","1,928,968","0.06K","0.73%"
"2025/01/23","1,954,853","1,952,221","2,016,499","1,910,902","0.11K","0.13%"
"2025/01/22","1,952,221","2,006,368","2,013,301","1,952,221","0.06K","-2.70%"
"2025/01/21","2,006,368","1,950,671","2,033,333","1,920,000","0.12K","2.86%"
"2025/01/20","1,950,671","1,961,632","2,080,008","1,912,000","0.20K","-0.56%"
"2025/01/19","1,961,632","1,991,845","2,034,987","1,938,000","0.12K","-1.52%"
"2025/01/18","1,991,845","1,983,019","2,000,369","1,950,000","0.07K","0.44%"
"2025/01/17","1,983,066","1,912,210","2,010,001","1,865,650","0.14K","3.71%"
"2025/01/16","1,912,210","1,904,848","1,921,762","1,867,633","0.11K","0.39%"
"2025/01/15","1,904,848","1,852,904","1,908,549","1,837,802","0.10K","2.80%"
"2025/01/14","1,852,904","1,822,789","1,874,386","1,790,639","0.10K","1.65%"
"2025/01/13","1,822,789","1,824,670","1,854,046","1,735,693","0.13K","-0.37%"
"2025/01/11","1,829,503","1,834,423","1,834,969","1,820,524","0.06K","-0.27%"
"2025/01/10","1,834,423","1,779,630","1,851,000","1,779,630","0.09K","3.08%"
"2025/01/09","1,779,630","1,825,518","1,829,997","1,760,000","0.06K","-2.51%"
"2025/01/08","1,825,518","1,845,922","1,855,674","1,785,124","0.08K","-1.11%"
"2025/01/07","1,845,922","1,920,000","1,930,000","1,830,000","0.07K","-3.86%"
"2025/01/06","1,920,000","1,874,729","1,930,000","1,862,008","0.06K","2.41%"
"2025/01/05","1,874,729","1,877,127","1,881,583","1,858,174","0.02K","-0.13%"
"2025/01/04","1,877,127","1,871,664","1,884,497","1,865,000","0.02K","0.29%"
"2025/01/03","1,871,664","1,848,092","1,885,961","1,836,335","0.05K","1.28%"
"2025/01/02","1,848,092","1,821,266","1,867,715","1,817,678","0.05K","1.47%"
"2025/01/01","1,821,266","1,804,715","1,829,986","1,799,849","0.03K","0.92%"
"2024/12/31","1,804,715","1,779,175","1,850,000","1,762,734","0.04K","1.44%"
"2024/12/30","1,779,175","1,800,796","1,817,432","1,753,685","0.06K","-1.20%"
"2024/12/29","1,800,796","1,821,134","1,821,134","1,786,012","0.02K","-1.12%"
"2024/12/28","1,821,134","1,807,589","1,826,334","1,803,758","0.03K","0.75%"
"2024/12/27","1,807,589","1,852,724","1,872,350","1,791,016","0.04K","-2.44%"
"2024/12/26","1,852,724","1,904,130","1,911,999","1,823,663","0.04K","-2.70%"
"2024/12/25","1,904,130","1,893,345","1,906,999","1,874,203","0.04K","0.57%"
"2024/12/24","1,893,345","1,797,128","1,906,123","1,774,850","0.06K","5.35%"
"2024/12/23","1,797,128","1,800,055","1,827,137","1,756,948","0.07K","-0.16%"
"2024/12/22","1,800,055","1,861,017","1,880,000","1,783,396","0.04K","-3.28%"
"2024/12/21","1,861,017","1,838,625","1,900,000","1,830,129","0.07K","1.22%"
"2024/12/20","1,838,625","1,841,588","1,905,000","1,730,000","0.16K","-0.16%"
"2024/12/19","1,841,588","1,894,854","1,960,000","1,801,000","0.11K","-2.81%"
"2024/12/18","1,894,854","1,966,487","1,970,000","1,892,391","0.12K","-3.64%"
"2024/12/17","1,966,487","1,936,406","1,997,645","1,932,276","0.11K","1.55%"
"2024/12/16","1,936,406","1,900,170","1,958,000","1,897,448","0.11K","1.91%"
"2024/12/15","1,900,170","1,862,412","1,914,000","1,858,892","0.07K","2.03%"
"2024/12/14","1,862,412","1,852,000","1,870,000","1,849,973","0.05K","0.56%"
"2024/12/13","1,852,000","1,821,460","1,859,000","1,810,000","0.08K","1.68%"
"2024/12/12","1,821,460","1,836,433","1,859,199","1,800,000","0.12K","-0.82%"
"2024/12/11","1,836,433","1,765,911","1,845,000","1,754,312","0.14K","3.99%"
